epoch,acc,loss,val_acc,val_loss
0,0.1388888888888889,2.078029246241958,0.125,2.0766148418188095
1,0.2222222222222222,2.0745685464806027,0.0625,2.0910171568393707
2,0.18518518518518517,2.0541999616004802,0.1875,2.113307073712349
3,0.1388888888888889,2.078640235794915,0.125,2.0725787729024887
4,0.24074074074074073,2.022652820304588,0.3125,2.0271174758672714
5,0.23148148148148148,2.068116531327919,0.25,2.0885402783751488
6,0.19444444444444445,2.057883685385739,0.375,2.0478596165776253
7,0.25925925925925924,2.0581546558274164,0.0625,2.0290554389357567
8,0.25925925925925924,2.020450435302876,0.125,2.0494669154286385
9,0.2777777777777778,1.9648645994839844,0.125,2.116855598986149
10,0.28703703703703703,1.913460029496087,0.3125,1.8369160890579224
11,0.4074074074074074,1.7120081172497184,0.3125,1.8174115996807814
12,0.37037037037037035,1.7629953035049968,0.4375,1.582626473158598
13,0.4166666666666667,1.5564182574550312,0.6875,1.3237353060394526
14,0.5185185185185185,1.5087450687532071,0.25,1.5092715956270695
15,0.4722222222222222,1.521747947567039,0.3125,1.6792161464691162
16,0.48148148148148145,1.4864464197997693,0.6875,1.2494491348043084
17,0.4074074074074074,1.5037052849376644,0.625,1.282770517282188
18,0.5092592592592593,1.4700298122371789,0.6875,1.2415468259714544
19,0.5185185185185185,1.3563046633369393,0.625,1.2296087646391243
20,0.5462962962962963,1.287685916379646,0.625,1.5396324265748262
21,0.6296296296296297,1.225923339801806,0.625,1.2661296613514423
22,0.49074074074074076,1.2324912743642926,0.6875,0.9744072563480586
23,0.5555555555555556,1.2661582838605951,0.625,1.1213461179286242
24,0.6388888888888888,1.0526944098787174,0.5,1.242061892990023
25,0.6944444444444444,1.0163794930817351,0.5,1.2592945527285337
26,0.6481481481481481,1.0397796445284728,0.5625,1.3242176212370396
27,0.5833333333333334,1.1468659246823303,0.875,0.8003638439113274
28,0.7129629629629629,0.90270351725458,0.6875,1.401408448931761
29,0.7222222222222222,0.831836091251009,0.6875,1.63747108890675
30,0.6481481481481481,1.0037179624799777,0.75,0.8555361067410558
31,0.7129629629629629,0.8274396393379128,0.625,1.2961346451193094
32,0.7129629629629629,0.8481017377796687,0.4375,1.8280115984380245
33,0.6759259259259259,0.9590952799103603,0.375,1.4273227476514876
34,0.7129629629629629,0.8824623850760637,0.4375,1.3605209572124295
35,0.7314814814814815,0.808577182987291,0.5,1.1492595134768635
36,0.7037037037037037,0.7864825873187294,0.5625,1.0500185576966032
37,0.75,0.692922047537717,0.6875,0.9592497177363839
38,0.7870370370370371,0.6537226355134474,0.5625,1.3241130821988918
39,0.7870370370370371,0.6354119638239758,0.5625,1.073099618573906
40,0.8148148148148148,0.6360120172353668,0.75,0.8534035396296531
41,0.7870370370370371,0.6119384629031023,0.5,0.9404112240299582
42,0.8333333333333334,0.57210102938633,0.5,1.3155819177627563
43,0.7962962962962963,0.6126798033645308,0.4375,1.6379782939329743
44,0.7870370370370371,0.5969454968969027,0.625,1.249673350539524
45,0.8425925925925926,0.5167793514620926,0.625,1.3215303815668449
46,0.8518518518518519,0.5123638836365124,0.8125,0.556726326351054
47,0.8333333333333334,0.5103145210650163,0.6875,0.8010306283831596
48,0.8518518518518519,0.4641223751844976,0.5,1.0895933604042511
49,0.8981481481481481,0.42752036926146875,0.625,1.2829276277916506
50,0.8518518518518519,0.48674526984837874,0.5,0.9147497427184135
51,0.7407407407407407,0.6726917950910758,0.8125,0.5505769064184278
52,0.8703703703703703,0.45869728701223655,0.625,0.5856687440536916
53,0.8333333333333334,0.45460341738416227,0.5625,1.005012940033339
54,0.8796296296296297,0.47139845355586324,0.625,0.9345719404809643
55,0.8425925925925926,0.44386066093877025,0.625,1.0183847169973888
56,0.8518518518518519,0.4682835158633275,0.6875,0.8880980798276141
57,0.8888888888888888,0.4676373744107507,0.75,0.5128169768140651
58,0.9444444444444444,0.29497356372842287,0.8125,0.47902079261257313
59,0.8796296296296297,0.44789008448154805,0.8125,0.7057410294073634
60,0.8148148148148148,0.5029285060741974,0.625,0.7733240923844278
61,0.9537037037037037,0.3002791929714106,1.0,0.1560209494200535
62,0.8703703703703703,0.33764746800685924,0.9375,0.25898068769311067
63,0.8611111111111112,0.4477696952397107,0.625,0.8087204602779821
64,0.8888888888888888,0.36466446375750283,0.6875,1.2484792361356085
65,0.8796296296296297,0.36095594203194464,0.5625,1.4451725647086278
66,0.9074074074074074,0.3104512952505266,0.5625,1.4349658037899644
67,0.9166666666666666,0.29882487476829234,0.6875,0.8614560505884583
68,0.9074074074074074,0.3090325142774317,0.5,0.7813347011979204
69,0.9444444444444444,0.2377075275947357,0.6875,1.3954099209513515
70,0.8888888888888888,0.3182443884843788,0.5,1.4334070929035079
71,0.9259259259259259,0.2910661531064694,0.4375,1.1147437888357672
72,0.9259259259259259,0.26701421651954726,0.875,0.5240305976331001
73,0.9629629629629629,0.22426569447162803,0.8125,0.5582475096307462
74,0.8981481481481481,0.27940044923970064,0.6875,0.7343510408827569
75,0.9444444444444444,0.22822771424263785,0.5,1.6523509902108344
76,0.9629629629629629,0.21944559298356547,0.625,0.8087051919428632
77,0.9537037037037037,0.19738824758678675,0.75,0.8533474579890026
78,0.9074074074074074,0.25488593849931257,0.6875,1.0158145939349197
79,0.9629629629629629,0.22974163902539727,0.8125,0.6537661979164113
